built_unique_ID	projectID	projectName	projectRecordedBy	projectCreationDate	projectOwner	projectEmailContact	projectInstitutionID	projectNotes	projectContinent	projectCountry	projectState	projectLocality	siteID	siteType	siteDescription	stationID	stationName	stationDecimalLongitude	stationDecimalLatitude	stationNotes	replicateID	replicateName	replicateCollectorName	replicateCollectionDate	replicateCollectionTime	replicateStorageID	replicateStorageDate	replicateStorageLocation	replicateStorageMethod	replicateMinEleInM	replicateMEleInM	replicateMinDepthInM	replicateMDepthInM	replicateFlowRateInMperS	replicateFilterType	replicateFiltDurationInS	replicateVolume	replicateProcessLocation	replicateRiparianVegPerCover	replicateDissO2InmgPerL	replicateWaterTempInC	replicatepH	replicateTSSInMgperL	replicateECInuSpercm	replicateTurbInNTU	replicateDischarge	replicateTide	replicateChlorophyl	replicateSalinityInppt	replicateContaminantsInngPerg	replicatesTraceMetalsInmgPerkg	replicatePercentOrganicContent	replicateMircoActivity	replicateGrainSize	replicateNotes	tractID	tractName	tractAnalystName	tractDate	tractTime	tractLocation	tractMethod	tractMethodCitation	tractNotes	tractTubePlateID	tractDNAStorageLocation	tractMethodOfStorage	tractQuantMethod	tractConcInngPerul	assayID	assayName	assayDescription	assayOwnership	assayCitation	assayDate	assayGeneTarget	assayGeneSymbol	assayPrimeR	assayPrimeF	assayProbe	assayAmpliconLenInBP	assayProbeFluorescentTag	assayDyes	assayQuencher	assayProbeMods	assayTonID	assayKingdom	assayPhylum	assayClass	assayOrder	assayFamily	assayGenus	assaySubgenus	assaySpecies	assayCommonName	assayOrganismScope	assayEstabMeans	resultRunID	resultReactID	resultRecordedBy	resultDate	resultTime	resultPlatform	resultMachineID	resultWellLoc	resultSampleType	resultStdCurveID	resultTemplateConcInCopy	resultUserProvThres	resultUserProvCq	resultUserCopyNum	resultUserProvLOD	resultUserProvLOQ	resultnVolInuL	resultFwdPrimeBatch	resultRevPrimeBatch	resultNTPConcInngPeruL	resultPrimeConcInngPeruL	resultProbeConcInngPeruL	resultMgConcInngPeruL	resultPolymeraseBatch	resultPolymeraseConcInngPeruL	resultthermocyclerProtocol	resultPCRNotes	Cycle1	Cycle2	Cycle3	Cycle4	Cycle5	Cycle6	Cycle7	Cycle8	Cycle9	Cycle10	Cycle11	Cycle12	Cycle13	Cycle14	Cycle15	Cycle16	Cycle17	Cycle18	Cycle19	Cycle20	Cycle21	Cycle22	Cycle23	Cycle24	Cycle25	Cycle26	Cycle27	Cycle28	Cycle29	Cycle30	Cycle31	Cycle32	Cycle33	Cycle34	Cycle35	Cycle36	Cycle37	Cycle38	Cycle39	Cycle40	Cycle41	Cycle42	Cycle43	Cycle44	Cycle45	Cycle46	Cycle47	Cycle48	Cycle49	Cycle50	Cycle51	Cycle52	Cycle53	Cycle54	Cycle55	Cycle56	Cycle57	Cycle58	Cycle59	Cycle60	Cycle61	Cycle62	Cycle63	Cycle64	Cycle65	Cycle66	Cycle67	Cycle68	Cycle69	Cycle70	mdmaprCqwUserThres	mdmaprThres	mdmaprCq	mdmaprPCREffEq	mdmaprPCREff	mdmaprRSqPCREff	userPCREffEq	userPCREff	userRSqPCREff	userStdCurveLineEq	userStdCurveEfficiency	userStdCurveRSq	userStdCurveLOD95	userStdCurveLOQ35	mdmaprStdCurveLineEq	mdmaprStdCurveEfficiency	mdmaprStdCurveRSq	mdmaprStdCurveLOD95	mdmaprStdCurveLOQ35	mdmaprCopyNum
Keji_A_19_CytochromeB_86B	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	C	Lower Mersey R.	-65.178066	44.284523	NA	J	86B	Tzitziki	2018-06-11	NA	EE-18-092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	18.8	4.5	NA	NA	0.0175	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	J	EE-18-092	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	19	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	A10	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	8.597661	8.706716	8.73619	8.752401	8.755349	8.749454	8.750928	8.924826	8.886509	8.915984	8.932195	8.960195	8.952827	8.976406	9.001459	9.016197	9.032407	9.051566	9.076619	9.079566	9.098725	9.095777	9.109041	9.128199	9.126725	9.134094	9.145884	9.162094	9.181253	9.182726	9.198937	9.206306	9.225464	9.226938	9.212201	9.225464	9.244623	9.237254	9.244623	9.25936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_2_CytochromeB_84A	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	B	Lower Peskowesk Br.	-65.188016	44.28381	NA	C	84A	Tzitziki	2018-06-11	NA	EE-18-085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.7	16.2	4.3	NA	NA	0.0169	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	C	EE-18-085	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	2	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	A03	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	8.243969	8.403131	8.431131	8.457658	8.450289	8.460605	8.442921	8.472395	8.479764	8.488606	8.509238	8.516607	8.512186	8.523975	8.54166	8.562292	8.551976	8.559344	8.58145	8.594714	8.596187	8.585871	8.621241	8.616819	8.613872	8.610925	8.634504	8.634504	8.637451	8.635978	8.627135	8.630083	8.649241	8.650715	8.640399	8.64482	8.662505	8.646294	8.646294	8.64482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_20_CytochromeB_87B	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	C	Lower Mersey R.	-65.178066	44.284523	NA	K	87B	Tzitziki	2018-06-11	NA	EE-18-093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	18.8	4.5	NA	NA	0.0175	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	K	EE-18-093	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	20	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	A11	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.039776	9.173884	9.142936	9.334519	9.176832	9.170937	9.182726	9.1842	9.200411	9.24757	9.278518	9.31094	9.31094	9.335993	9.372836	9.394942	9.418521	9.442101	9.46568	9.478943	9.492207	9.501049	9.518734	9.543787	9.542313	9.551156	9.562945	9.582104	9.602736	9.607157	9.614525	9.630736	9.648421	9.649895	9.641052	9.654316	9.676421	9.672	9.680843	9.692632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_21_CytochromeB_88B	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	C	Lower Mersey R.	-65.178066	44.284523	NA	V	88B	Tzitziki	2018-06-11	NA	EE-18-089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	18.8	4.5	NA	NA	0.0175	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	V	EE-18-089	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	21	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	B10	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	8.677242	8.827561	8.831982	8.854088	8.839351	8.85114	8.859983	8.852614	8.854088	8.877667	8.873246	8.876193	8.85114	8.852614	8.86293	8.867351	8.870299	8.873246	8.892404	8.887983	8.886509	8.890931	8.889457	8.915984	8.905668	8.904194	8.918931	8.939563	8.960195	8.960195	8.973459	8.994091	9.01767	9.025039	9.022091	9.036829	9.054513	9.06925	9.083987	9.091356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_22_CytochromeB_89B	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	C	Lower Mersey R.	-65.178066	44.284523	NA	W	89B	Tzitziki	2018-06-11	NA	EE-18-090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	18.8	4.5	NA	NA	0.0175	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	W	EE-18-090	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	22	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	B11	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.549682	9.68379	9.685264	9.691159	9.701475	9.707369	9.719159	9.717686	9.741265	9.760423	9.789898	9.81053	9.812003	9.841478	9.859162	9.885689	9.907795	9.929901	9.946112	9.966744	9.980007	9.984428	9.999165	10.030113	10.021271	10.031587	10.041903	10.066956	10.089062	10.093483	10.097904	10.111168	10.130326	10.130326	10.121484	10.134747	10.156853	10.14359	10.164222	10.177485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_23_CytochromeB_90B	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	C	Lower Mersey R.	-65.178066	44.284523	NA	X	90B	Tzitziki	2018-06-11	NA	EE-18-091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	18.8	4.5	NA	NA	0.0175	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	X	EE-18-091	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	23	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	B12	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.145884	9.28736	9.290308	9.302098	9.285887	9.309466	9.315361	9.316835	9.333046	9.343362	9.384626	9.389047	9.406731	9.422942	9.436206	9.458311	9.475996	9.496628	9.503997	9.520208	9.537892	9.527576	9.559998	9.570314	9.567366	9.582104	9.595367	9.608631	9.630736	9.633684	9.636631	9.645473	9.669053	9.661684	9.660211	9.672	9.698527	9.674948	9.697053	9.700001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_24_CytochromeB_91B	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	C	Lower Mersey R.	-65.178066	44.284523	NA	Y	91B	Tzitziki	2018-06-11	NA	EE-18-092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	18.8	4.5	NA	NA	0.0175	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	Y	EE-18-092	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	24	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	C01	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	8.603556	8.753875	8.778928	8.781876	8.784823	8.803981	8.818719	8.81135	8.826087	8.827561	8.855561	8.854088	8.842298	8.845245	8.859983	8.868825	8.889457	8.890931	8.899773	8.929247	8.941037	8.93809	8.9543	8.980827	8.973459	8.97788	9.008828	9.030934	9.047145	9.053039	9.078093	9.089882	9.114936	9.123778	9.119357	9.134094	9.1562	9.157673	9.185674	9.191569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_25_CytochromeB_92B	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	C	Lower Mersey R.	-65.178066	44.284523	NA	Z	92B	Tzitziki	2018-06-11	NA	EE-18-093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	18.8	4.5	NA	NA	0.0175	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	Z	EE-18-093	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	25	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	C02	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.439153	9.624841	9.621894	9.646947	9.652842	9.667579	9.664632	9.676421	9.682316	9.682316	9.707369	9.702948	9.682316	9.691159	9.692632	9.702948	9.722107	9.725054	9.732423	9.744212	9.753055	9.754528	9.773687	9.797266	9.795792	9.806108	9.831162	9.854741	9.878321	9.882742	9.894531	9.910742	9.94169	9.957901	9.950533	9.96527	9.997692	9.994744	10.018324	10.030113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_26_CytochromeB_93B	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	C	Lower Mersey R.	-65.178066	44.284523	NA	AK	93B	Tzitziki	2018-06-11	NA	EE-18-089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	18.8	4.5	NA	NA	0.0175	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	AK	EE-18-089	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	26	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	D01	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.262307	9.464206	9.543787	9.567366	9.567366	9.604209	9.602736	9.626315	9.635157	9.646947	9.676421	9.672	9.669053	9.680843	9.692632	9.707369	9.725054	9.736844	9.748634	9.75895	9.772213	9.761897	9.794319	9.809056	9.81053	9.820846	9.840004	9.860636	9.89011	9.896005	9.909269	9.921058	9.950533	9.963796	9.956428	9.97706	10.013902	10.003586	10.030113	10.047798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_27_CytochromeB_94B	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	C	Lower Mersey R.	-65.178066	44.284523	NA	AL	94B	Tzitziki	2018-06-11	NA	EE-18-090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	18.8	4.5	NA	NA	0.0175	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	AL	EE-18-090	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	27	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	D02	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.369888	9.54084	9.562945	9.590946	9.596841	9.610104	9.598314	9.611578	9.605683	9.626315	9.638105	9.63221	9.618947	9.626315	9.638105	9.642526	9.660211	9.677895	9.676421	9.700001	9.710317	9.714738	9.74716	9.766318	9.776634	9.792845	9.819372	9.851794	9.881268	9.89011	9.912216	9.929901	9.957901	9.962322	9.969691	9.981481	10.000639	9.99327	10.013902	10.021271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_28_CytochromeB_95B	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	C	Lower Mersey R.	-65.178066	44.284523	NA	AM	95B	Tzitziki	2018-06-11	NA	EE-18-091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	18.8	4.5	NA	NA	0.0175	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	AM	EE-18-091	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	28	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	D03	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.101672	9.279992	9.31094	9.325677	9.316835	9.341888	9.335993	9.341888	9.343362	9.377257	9.394942	9.397889	9.394942	9.417047	9.439153	9.446522	9.452417	9.478943	9.490733	9.50547	9.521681	9.524629	9.559998	9.574735	9.577682	9.577682	9.607157	9.611578	9.629263	9.636631	9.648421	9.646947	9.669053	9.673474	9.664632	9.673474	9.704422	9.680843	9.69558	9.702948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
